요금제명,입실,퇴실,이용,위치,금액,구분,고객
한국대생 입장권(종일권),2021-06-13 18:57,2021-06-14 3:02,오전 8:05:00,선불기2,6000,퇴실,customer496146
한국대생 입장권(종일권),2021-06-13 18:47,2021-06-14 4:09,오전 9:22:00,선불기2,6000,퇴실,customer946373
한국대생 입장권(종일권),2021-06-13 18:46,2021-06-14 4:09,오전 9:23:00,선불기2,6000,퇴실,customer886793
,2021-06-13 18:45,2021-06-14 4:09,오전 9:24:00,선불기2,0,퇴실,customer358633
한국대생 입장권(종일권),2021-06-13 17:28,2021-06-13 21:42,오전 4:14:00,선불기2,5500,퇴실,customer634483
한국대생 입장권(종일권),2021-06-13 17:06,2021-06-13 17:24,오전 12:18:00,선불기2,6000,퇴실,customer821885
한국대생 입장권(종일권),2021-06-13 16:20,2021-06-14 1:59,오전 9:39:00,선불기2,6000,퇴실,customer992234
입장권(종일권),2021-06-13 16:09,2021-06-13 16:14,오전 12:05:00,선불기2,6500,퇴실,customer515799
입장권(종일권),2021-06-13 16:09,2021-06-13 16:14,오전 12:05:00,선불기2,6500,퇴실,customer515799
입장권(종일권),2021-06-13 15:54,2021-06-13 18:50,오전 2:56:00,선불기2,6000,퇴실,customer633018
한국대생 입장권(종일권),2021-06-13 15:53,2021-06-13 20:23,오전 4:29:00,선불기2,6000,퇴실,customer763610
한국대생 입장권(종일권),2021-06-13 15:53,2021-06-13 20:23,오전 4:30:00,선불기2,6000,퇴실,customer534879
한국대생 입장권(종일권),2021-06-13 15:46,2021-06-13 19:13,오전 3:27:00,선불기2,6000,퇴실,customer286734
입장권(종일권),2021-06-13 15:44,2021-06-13 19:10,오전 3:26:00,선불기2,7000,퇴실,customer257038
입장권(종일권),2021-06-13 15:36,2021-06-13 19:40,오전 4:04:00,선불기2,8000,퇴실,customer260862
입장권(종일권),2021-06-13 15:36,2021-06-13 19:40,오전 4:04:00,선불기2,7000,퇴실,customer260862
한국대생 입장권(종일권),2021-06-13 15:24,2021-06-14 1:59,오전 10:35:00,선불기2,6000,퇴실,customer990781
한국대생 입장권(종일권),2021-06-13 15:22,2021-06-14 0:49,오전 9:27:00,선불기2,5500,퇴실,customer301807
한국대생 입장권(종일권),2021-06-13 15:21,2021-06-14 0:49,오전 9:28:00,선불기2,5500,퇴실,customer948477
한국대생 입장권(종일권),2021-06-13 15:17,2021-06-13 18:04,오전 2:47:00,선불기2,5500,퇴실,customer467216
입장권(종일권),2021-06-13 15:08,2021-06-13 19:00,오전 3:51:00,선불기2,7500,퇴실,customer820785
입장권(종일권),2021-06-13 15:08,2021-06-13 19:00,오전 3:51:00,선불기2,6500,퇴실,customer820785
기간권,2021-06-13 14:57,2021-06-13 22:56,오전 7:59:00,선불기2,0,퇴실,customer490993
한국대생 입장권(종일권),2021-06-13 14:56,2021-06-13 21:58,오전 7:02:00,선불기2,6000,퇴실,customer296454
시간요금제(1시간),2021-06-13 14:46,2021-06-13 17:27,오전 2:41:00,선불기2,2500,퇴실,customer290866
시간요금제(1시간),2021-06-13 14:46,2021-06-13 17:27,오전 2:41:00,선불기2,2500,퇴실,customer290866
한국대생 입장권(종일권),2021-06-13 14:33,2021-06-13 19:18,오전 4:45:00,선불기2,5500,퇴실,customer334821
한국대생 입장권(종일권),2021-06-13 14:33,2021-06-13 17:10,오전 2:37:00,선불기2,6000,퇴실,customer990065
한국대생 입장권(종일권),2021-06-13 14:33,2021-06-13 17:10,오전 2:37:00,선불기2,6000,퇴실,customer990065
한국대생 입장권(종일권),2021-06-13 14:30,2021-06-13 21:48,오전 7:18:00,선불기2,6000,퇴실,customer458712
한국대생 입장권(종일권),2021-06-13 14:30,2021-06-13 21:48,오전 7:18:00,선불기2,5500,퇴실,customer458712
한국대생 입장권(종일권),2021-06-13 14:27,2021-06-13 19:09,오전 4:42:00,선불기2,6000,퇴실,customer870540
한국대생 입장권(종일권),2021-06-13 14:25,2021-06-13 21:43,오전 7:18:00,선불기2,6000,퇴실,customer418365
한국대생 입장권(종일권),2021-06-13 14:25,2021-06-13 21:42,오전 7:17:00,선불기2,6000,퇴실,customer820860
한국대생 입장권(종일권),2021-06-13 14:24,2021-06-13 20:50,오전 6:26:00,선불기2,6000,퇴실,customer406946
한국대생 입장권(종일권),2021-06-13 14:20,2021-06-13 23:42,오전 9:22:00,선불기2,6000,퇴실,customer244358
,2021-06-13 14:13,2021-06-13 18:49,오전 4:36:00,선불기2,0,퇴실,customer300301
한국대생 입장권(종일권),2021-06-13 14:07,2021-06-13 21:03,오전 6:56:00,선불기2,6000,퇴실,customer224473
한국대생 입장권(종일권),2021-06-13 14:06,2021-06-13 18:05,오전 3:59:00,선불기2,7500,퇴실,customer339693
한국대생 입장권(종일권),2021-06-13 13:56,2021-06-13 15:38,오전 1:41:00,선불기2,7000,퇴실,customer233903
시간요금제(1시간),2021-06-13 13:54,2021-06-13 16:18,오전 2:24:00,선불기2,2500,퇴실,customer980266
한국대생 입장권(종일권),2021-06-13 13:50,2021-06-13 20:24,오전 6:34:00,선불기2,5500,퇴실,customer750062
한국대생 입장권(종일권),2021-06-13 13:49,2021-06-13 20:24,오전 6:35:00,선불기2,5500,퇴실,customer409812
한국대생 입장권(종일권),2021-06-13 13:49,2021-06-13 20:24,오전 6:35:00,선불기2,5500,퇴실,customer748333
입장권(종일권),2021-06-13 13:31,2021-06-13 14:42,오전 1:11:00,선불기2,8000,퇴실,customer395522
입장권(종일권),2021-06-13 13:31,2021-06-13 14:42,오전 1:11:00,선불기2,6500,퇴실,customer395522
한국대생 입장권(종일권),2021-06-13 13:20,2021-06-13 18:11,오전 4:51:00,선불기2,5500,퇴실,customer861633
한국대생 입장권(종일권),2021-06-13 13:19,2021-06-13 21:55,오전 8:36:00,선불기2,5500,퇴실,customer304703
입장권(종일권),2021-06-13 13:17,2021-06-13 17:00,오전 3:42:00,선불기2,7500,퇴실,customer743848
입장권(종일권),2021-06-13 13:17,2021-06-13 17:00,오전 3:42:00,선불기2,6500,퇴실,customer743848
한국대생 입장권(종일권),2021-06-13 13:13,2021-06-14 5:20,오후 4:07:00,선불기2,6000,퇴실,customer582851
한국대생 입장권(종일권),2021-06-13 13:13,2021-06-14 5:19,오후 4:06:00,선불기2,6000,퇴실,customer441389
한국대생 입장권(종일권),2021-06-13 13:01,2021-06-13 23:11,오전 10:10:00,선불기2,6000,퇴실,customer864411
한국대생 입장권(종일권),2021-06-13 12:53,2021-06-13 21:23,오전 8:30:00,선불기2,5500,퇴실,customer443397
입장권(종일권),2021-06-13 12:13,2021-06-13 17:08,오전 4:55:00,선불기2,7500,퇴실,customer351532
입장권(종일권),2021-06-13 12:13,2021-06-13 17:08,오전 4:55:00,선불기2,6500,퇴실,customer351532
한국대생 입장권(종일권),2021-06-13 12:04,2021-06-13 20:02,오전 7:58:00,선불기2,5500,퇴실,customer742198
한국대생 입장권(종일권),2021-06-13 12:04,2021-06-13 20:02,오전 7:58:00,선불기2,5500,퇴실,customer742198
한국대생 입장권(종일권),2021-06-13 12:03,2021-06-13 15:32,오전 3:29:00,선불기2,6000,퇴실,customer464098
,2021-06-13 11:46,2021-06-13 23:42,오전 11:56:00,선불기2,0,퇴실,customer859562
한국대생 입장권(종일권),2021-06-13 11:45,2021-06-13 23:42,오전 11:57:00,선불기2,6000,퇴실,customer338108
한국대생 입장권(종일권),2021-06-13 10:30,2021-06-13 18:04,오전 7:34:00,선불기2,6000,퇴실,customer983308
한국대생 입장권(종일권),2021-06-13 10:03,2021-06-13 14:50,오전 4:47:00,선불기2,6000,퇴실,customer950393
심야-조조무제한(06시까지),2021-06-13 9:55,2021-06-13 21:02,오전 11:07:00,선불기2,5000,퇴실,customer660327
심야-조조무제한(06시까지),2021-06-13 9:41,2021-06-13 18:04,오전 8:22:00,선불기2,5000,퇴실,customer258946
심야-조조무제한(06시까지),2021-06-13 9:40,2021-06-13 18:33,오전 8:53:00,선불기2,5000,퇴실,customer339447
기간권,2021-06-13 8:59,2021-06-13 18:40,오전 9:41:00,선불기2,0,퇴실,customer229550
심야-조조무제한(06시까지),2021-06-13 8:12,2021-06-13 12:56,오전 4:44:00,선불기2,5000,퇴실,customer427886
심야-조조무제한(06시까지),2021-06-13 7:06,2021-06-13 14:48,오전 7:42:00,선불기2,5000,퇴실,customer266497
심야-조조무제한(06시까지),2021-06-13 7:06,2021-06-13 14:48,오전 7:42:00,선불기2,5000,퇴실,customer266497
심야-조조무제한(06시까지),2021-06-13 4:21,2021-06-13 9:54,오전 5:33:00,선불기2,5000,퇴실,customer469743
심야-조조무제한(06시까지),2021-06-13 2:02,2021-06-13 5:50,오전 3:48:00,선불기2,5000,퇴실,customer877859
심야-조조무제한(06시까지),2021-06-13 2:02,2021-06-13 5:50,오전 3:48:00,선불기2,5000,퇴실,customer877859
심야-조조무제한(06시까지),2021-06-13 2:02,2021-06-13 5:50,오전 3:48:00,선불기2,5000,퇴실,customer877859
심야-조조무제한(06시까지),2021-06-13 1:10,2021-06-13 1:46,오전 12:36:00,선불기2,5000,퇴실,customer732277
,2021-06-13 0:55,2021-06-13 4:39,오전 3:44:00,선불기2,0,퇴실,customer544053
,2021-06-13 0:55,2021-06-13 4:39,오전 3:44:00,선불기2,0,퇴실,customer544053
심야-조조무제한(06시까지),2021-06-13 0:54,2021-06-13 2:57,오전 2:03:00,선불기2,5000,퇴실,customer286734
심야-조조무제한(06시까지),2021-06-13 0:43,2021-06-13 3:12,오전 2:29:00,선불기2,5000,퇴실,customer363113
시간권,2021-06-13 0:14,2021-06-13 1:48,오전 1:34:00,선불기2,0,퇴실,customer205779
심야-조조무제한(06시까지),2021-06-13 0:13,2021-06-13 3:25,오전 3:11:00,선불기2,5000,퇴실,customer479066
심야-조조무제한(06시까지),2021-06-13 0:13,2021-06-13 3:25,오전 3:12:00,선불기2,5000,퇴실,customer455153
심야-조조무제한(06시까지),2021-06-12 23:54,2021-06-13 5:19,오전 5:25:00,선불기2,5000,퇴실,customer467021
심야-조조무제한(06시까지),2021-06-12 23:41,2021-06-13 7:22,오전 7:40:00,선불기2,5000,퇴실,customer510039
심야-조조무제한(06시까지),2021-06-12 23:41,2021-06-13 7:22,오전 7:40:00,선불기2,5000,퇴실,customer510039
심야-조조무제한(06시까지),2021-06-12 23:20,2021-06-13 3:56,오전 4:36:00,선불기2,5000,퇴실,customer715162
심야-조조무제한(06시까지),2021-06-12 23:15,2021-06-13 2:50,오전 3:35:00,선불기2,5000,퇴실,customer671285
심야-조조무제한(06시까지),2021-06-12 23:15,2021-06-13 2:51,오전 3:35:00,선불기2,5000,퇴실,customer807828
심야-조조무제한(06시까지),2021-06-12 22:47,2021-06-13 1:07,오전 2:19:00,선불기2,5000,퇴실,customer408263
시간요금제(3시간),2021-06-12 21:54,2021-06-13 5:35,오전 7:41:00,선불기2,7000,퇴실,customer315521
심야-조조무제한(06시까지),2021-06-12 21:20,2021-06-13 5:33,오전 8:13:00,선불기2,5000,퇴실,customer821272
시간권,2021-06-12 21:11,2021-06-12 23:42,오전 2:31:00,선불기2,0,퇴실,customer513925
심야-조조무제한(06시까지),2021-06-12 21:06,2021-06-13 0:58,오전 3:52:00,선불기2,5000,퇴실,customer768568
한국대생 입장권(종일권),2021-06-12 19:52,2021-06-12 23:42,오전 3:50:00,선불기2,6000,퇴실,customer993745
한국대생 입장권(종일권),2021-06-12 19:38,2021-06-13 5:33,오전 9:55:00,선불기2,5500,퇴실,customer379047
입장권(종일권),2021-06-12 19:25,2021-06-12 22:58,오전 3:33:00,선불기2,7000,퇴실,customer567795
한국대생 입장권(종일권),2021-06-12 19:25,2021-06-12 22:58,오전 3:33:00,선불기2,7000,퇴실,customer567795
한국대생 입장권(종일권),2021-06-12 19:09,2021-06-13 2:26,오전 7:17:00,선불기2,6000,퇴실,customer590513
한국대생 입장권(종일권),2021-06-12 19:08,2021-06-13 2:26,오전 7:18:00,선불기2,6000,퇴실,customer949506
한국대생 입장권(종일권),2021-06-12 19:08,2021-06-13 2:25,오전 7:17:00,선불기2,5500,퇴실,customer999262
한국대생 입장권(종일권),2021-06-12 19:07,2021-06-13 3:12,오전 8:05:00,선불기2,5500,퇴실,customer272333
한국대생 입장권(종일권),2021-06-12 19:06,2021-06-13 2:25,오전 7:19:00,선불기2,5500,퇴실,customer806707
한국대생 입장권(종일권),2021-06-12 19:01,2021-06-13 3:16,오전 8:15:00,선불기2,5500,퇴실,customer948477
한국대생 입장권(종일권),2021-06-12 18:35,2021-06-13 3:34,오전 8:59:00,선불기2,6000,퇴실,customer944087
한국대생 입장권(종일권),2021-06-12 18:34,2021-06-13 3:33,오전 8:59:00,선불기2,7000,퇴실,customer880167
한국대생 입장권(종일권),2021-06-12 18:33,2021-06-13 3:32,오전 8:59:00,선불기2,7000,퇴실,customer237433
입장권(종일권),2021-06-12 18:26,2021-06-12 22:02,오전 3:36:00,선불기2,8000,퇴실,customer454376
입장권(종일권),2021-06-12 18:26,2021-06-12 22:02,오전 3:36:00,선불기2,8000,퇴실,customer454376
한국대생 입장권(종일권),2021-06-12 18:17,2021-06-12 23:11,오전 4:54:00,선불기2,6500,퇴실,customer477487
한국대생 입장권(종일권),2021-06-12 18:16,2021-06-12 23:11,오전 4:55:00,선불기2,5500,퇴실,customer413787
한국대생 입장권(종일권),2021-06-12 18:15,2021-06-12 23:11,오전 4:56:00,선불기2,6000,퇴실,customer488879
한국대생 입장권(종일권),2021-06-12 18:11,2021-06-13 2:03,오전 7:52:00,선불기2,5500,퇴실,customer443397
한국대생 입장권(종일권),2021-06-12 18:08,2021-06-13 5:33,오전 11:25:00,선불기2,7000,퇴실,customer828961
한국대생 입장권(종일권),2021-06-12 18:07,2021-06-13 5:35,오전 11:28:00,선불기2,7000,퇴실,customer558983
한국대생 입장권(종일권),2021-06-12 18:02,2021-06-13 3:12,오전 9:10:00,선불기2,5500,퇴실,customer484016
한국대생 입장권(종일권),2021-06-12 18:00,2021-06-12 21:32,오전 3:32:00,선불기2,5500,퇴실,customer842583
한국대생 입장권(종일권),2021-06-12 18:00,2021-06-12 21:32,오전 3:32:00,선불기2,5500,퇴실,customer842583
한국대생 입장권(종일권),2021-06-12 17:52,2021-06-13 1:40,오전 7:48:00,선불기2,5500,퇴실,customer935379
한국대생 입장권(종일권),2021-06-12 16:53,2021-06-13 1:55,오전 9:02:00,선불기2,6000,퇴실,customer406946
기간권,2021-06-12 16:50,2021-06-12 22:50,오전 6:00:00,선불기2,0,퇴실,customer490993
한국대생 입장권(종일권),2021-06-12 16:31,2021-06-12 21:25,오전 4:54:00,선불기2,6500,퇴실,customer444052
입장권(종일권),2021-06-12 16:29,2021-06-12 19:09,오전 2:40:00,선불기2,6500,퇴실,customer225294
입장권(종일권),2021-06-12 16:29,2021-06-12 19:09,오전 2:40:00,선불기2,6500,퇴실,customer225294
한국대생 입장권(종일권),2021-06-12 16:26,2021-06-13 5:33,오후 1:07:00,선불기2,7500,퇴실,customer565461
한국대생 입장권(종일권),2021-06-12 16:26,2021-06-13 5:34,오후 1:08:00,선불기2,7500,퇴실,customer278786
한국대생 입장권(종일권),2021-06-12 16:11,2021-06-13 0:07,오전 7:56:00,선불기2,5500,퇴실,customer879418
한국대생 입장권(종일권),2021-06-12 15:58,2021-06-12 23:16,오전 7:18:00,선불기2,7000,퇴실,customer715162
한국대생 입장권(종일권),2021-06-12 15:58,2021-06-12 23:16,오전 7:18:00,선불기2,7000,퇴실,customer715162
한국대생 입장권(종일권),2021-06-12 15:57,2021-06-12 23:35,오전 7:38:00,선불기2,7500,퇴실,customer908204
한국대생 입장권(종일권),2021-06-12 15:49,2021-06-12 23:35,오전 7:46:00,선불기2,6500,퇴실,customer765371
한국대생 입장권(종일권),2021-06-12 15:37,2021-06-12 23:05,오전 7:28:00,선불기2,5500,퇴실,customer296897
한국대생 입장권(종일권),2021-06-12 15:29,2021-06-12 22:15,오전 6:46:00,선불기2,7500,퇴실,customer908266
한국대생 입장권(종일권),2021-06-12 15:22,2021-06-12 20:49,오전 5:27:00,선불기2,6000,퇴실,customer492004
한국대생 입장권(종일권),2021-06-12 15:21,2021-06-13 5:33,오후 2:12:00,선불기2,7000,퇴실,customer719235
한국대생 입장권(종일권),2021-06-12 15:18,2021-06-12 21:50,오전 6:32:00,선불기2,5500,퇴실,customer471521
입장권(종일권),2021-06-12 15:14,2021-06-12 18:26,오전 3:12:00,선불기2,7000,퇴실,customer992415
입장권(종일권),2021-06-12 15:07,2021-06-12 18:26,오전 3:18:00,선불기2,7500,퇴실,customer361119
한국대생 입장권(종일권),2021-06-12 15:00,2021-06-12 20:59,오전 5:59:00,선불기2,5500,퇴실,customer220958
입장권(종일권),2021-06-12 14:54,2021-06-12 18:30,오전 3:36:00,선불기2,6500,퇴실,customer439543
한국대생 입장권(종일권),2021-06-12 14:38,2021-06-12 21:00,오전 6:21:00,선불기2,5500,퇴실,customer591932
한국대생 입장권(종일권),2021-06-12 14:27,2021-06-12 18:37,오전 4:10:00,선불기2,6000,퇴실,customer635370
한국대생 입장권(종일권),2021-06-12 14:17,2021-06-12 19:53,오전 5:36:00,선불기2,6000,퇴실,customer892662
한국대생 입장권(종일권),2021-06-12 14:05,2021-06-13 0:05,오전 10:00:00,선불기2,6500,퇴실,customer555916
한국대생 입장권(종일권),2021-06-12 14:04,2021-06-13 0:05,오전 10:01:00,선불기2,6000,퇴실,customer458712
한국대생 입장권(종일권),2021-06-12 14:03,2021-06-13 0:05,오전 10:02:00,선불기2,5500,퇴실,customer879646
한국대생 입장권(종일권),2021-06-12 14:01,2021-06-12 18:02,오전 4:01:00,선불기2,6000,퇴실,customer481021
한국대생 입장권(종일권),2021-06-12 13:55,2021-06-12 19:16,오전 5:21:00,선불기2,6000,퇴실,customer565445
한국대생 입장권(종일권),2021-06-12 13:51,2021-06-13 8:17,오후 6:26:00,선불기2,6000,퇴실,customer994011
입장권(종일권),2021-06-12 13:48,2021-06-12 21:26,오전 7:38:00,선불기2,7000,퇴실,customer955058
입장권(종일권),2021-06-12 13:48,2021-06-12 21:26,오전 7:38:00,선불기2,6500,퇴실,customer955058
한국대생 입장권(종일권),2021-06-12 13:47,2021-06-12 16:35,오전 2:48:00,선불기2,7000,퇴실,customer886116
한국대생 입장권(종일권),2021-06-12 13:47,2021-06-12 16:35,오전 2:48:00,선불기2,6500,퇴실,customer886116
한국대생 입장권(종일권),2021-06-12 13:47,2021-06-12 16:35,오전 2:48:00,선불기2,5500,퇴실,customer886116
한국대생 입장권(종일권),2021-06-12 13:25,2021-06-12 17:28,오전 4:03:00,선불기2,5500,퇴실,customer715801
한국대생 입장권(종일권),2021-06-12 13:17,2021-06-13 0:25,오전 11:08:00,선불기2,6500,퇴실,customer983308
한국대생 입장권(종일권),2021-06-12 13:16,2021-06-12 21:42,오전 8:26:00,선불기2,7000,퇴실,customer467216
한국대생 입장권(종일권),2021-06-12 13:14,2021-06-12 17:28,오전 4:14:00,선불기2,5500,퇴실,customer893053
한국대생 입장권(종일권),2021-06-12 13:13,2021-06-12 17:28,오전 4:15:00,선불기2,6500,퇴실,customer421907
한국대생 입장권(종일권),2021-06-12 13:13,2021-06-12 17:02,오전 3:49:00,선불기2,6500,퇴실,customer480421
한국대생 입장권(종일권),2021-06-12 13:12,2021-06-12 17:27,오전 4:15:00,선불기2,6000,퇴실,customer728920
한국대생 입장권(종일권),2021-06-12 13:08,2021-06-12 17:01,오전 3:53:00,선불기2,5500,퇴실,customer377408
,2021-06-12 13:06,2021-06-12 17:02,오전 3:56:00,선불기2,0,퇴실,customer257481
한국대생 입장권(종일권),2021-06-12 12:45,2021-06-13 0:02,오전 11:17:00,선불기2,5500,퇴실,customer995083
한국대생 입장권(종일권),2021-06-12 12:39,2021-06-12 14:22,오전 1:43:00,선불기2,7000,퇴실,customer423041
한국대생 입장권(종일권),2021-06-12 12:31,2021-06-13 3:14,오후 2:42:00,선불기2,6000,퇴실,customer441389
한국대생 입장권(종일권),2021-06-12 12:31,2021-06-13 3:14,오후 2:43:00,선불기2,7500,퇴실,customer582851
한국대생 입장권(종일권),2021-06-12 12:18,2021-06-12 17:10,오전 4:52:00,선불기2,5500,퇴실,customer746602
한국대생 입장권(종일권),2021-06-12 12:12,2021-06-12 17:02,오전 4:50:00,선불기2,6000,퇴실,customer588757
한국대생 입장권(종일권),2021-06-12 12:03,2021-06-12 17:44,오전 5:41:00,선불기2,5500,퇴실,customer949109
한국대생 입장권(종일권),2021-06-12 12:02,2021-06-12 17:44,오전 5:42:00,선불기2,6000,퇴실,customer531645
입장권(종일권),2021-06-12 11:37,2021-06-12 18:37,오전 7:00:00,선불기2,6000,퇴실,customer633018
입장권(종일권),2021-06-12 11:25,2021-06-12 18:44,오전 7:19:00,선불기2,6500,퇴실,customer834708
입장권(종일권),2021-06-12 11:25,2021-06-12 18:44,오전 7:19:00,선불기2,6500,퇴실,customer834708
한국대생 입장권(종일권),2021-06-12 11:19,2021-06-12 16:36,오전 5:17:00,선불기2,6500,퇴실,customer842583
한국대생 입장권(종일권),2021-06-12 11:19,2021-06-12 16:36,오전 5:17:00,선불기2,6000,퇴실,customer842583
입장권(종일권),2021-06-12 10:48,2021-06-12 21:58,오전 11:10:00,선불기2,6500,퇴실,customer339457
입장권(종일권),2021-06-12 10:47,2021-06-12 21:57,오전 11:10:00,선불기2,6500,퇴실,customer339447
입장권(종일권),2021-06-12 10:46,2021-06-12 19:12,오전 8:26:00,선불기2,8000,퇴실,customer561168
한국대생 입장권(종일권),2021-06-12 10:45,2021-06-12 19:11,오전 8:26:00,선불기2,5500,퇴실,customer962922
한국대생 입장권(종일권),2021-06-12 10:05,2021-06-12 17:33,오전 7:28:00,선불기2,6500,퇴실,customer877003
한국대생 입장권(종일권),2021-06-12 10:02,2021-06-12 17:34,오전 7:32:00,선불기2,5500,퇴실,customer289062
한국대생 입장권(종일권),2021-06-12 10:01,2021-06-12 17:34,오전 7:33:00,선불기2,6500,퇴실,customer629701
심야-조조무제한(06시까지),2021-06-12 9:26,2021-06-12 21:42,오후 12:16:00,선불기2,5000,퇴실,customer258946
기간권,2021-06-12 8:54,2021-06-12 19:05,오전 10:11:00,선불기2,0,퇴실,customer229550
심야-조조무제한(06시까지),2021-06-12 2:39,2021-06-12 7:45,오전 1:55:00,선불기2,5000,퇴실,customer556839
심야-조조무제한(06시까지),2021-06-12 2:39,2021-06-12 7:45,오전 5:06:00,선불기2,5000,퇴실,customer556839
,2021-06-12 2:39,2021-06-12 4:35,오전 1:55:00,선불기2,0,퇴실,customer556839
심야-조조무제한(06시까지),2021-06-12 1:51,2021-06-12 6:07,오전 4:16:00,선불기2,5000,퇴실,customer478192
심야-조조무제한(06시까지),2021-06-12 1:34,2021-06-12 4:42,오전 3:08:00,선불기2,5000,퇴실,customer214414
심야-조조무제한(06시까지),2021-06-12 1:33,2021-06-12 4:42,오전 3:09:00,선불기2,5000,퇴실,customer625831
심야-조조무제한(06시까지),2021-06-12 0:46,2021-06-12 5:38,오전 4:52:00,선불기2,5000,퇴실,customer635298
심야-조조무제한(06시까지),2021-06-12 0:46,2021-06-12 5:38,오전 4:52:00,선불기2,5000,퇴실,customer944432
기간권,2021-06-11 23:55,2021-06-12 0:07,오전 12:12:00,선불기2,0,퇴실,customer666446
심야-조조무제한(06시까지),2021-06-11 23:54,2021-06-12 5:13,오전 5:19:00,선불기2,5000,퇴실,customer307633
심야-조조무제한(06시까지),2021-06-11 23:54,2021-06-12 5:13,오전 5:19:00,선불기2,5000,퇴실,customer307633
심야-조조무제한(06시까지),2021-06-11 23:32,2021-06-12 6:45,오전 7:13:00,선불기2,5000,퇴실,customer343645
심야-조조무제한(06시까지),2021-06-11 23:32,2021-06-12 6:45,오전 7:13:00,선불기2,5000,퇴실,customer343645
심야-조조무제한(06시까지),2021-06-11 23:31,2021-06-12 5:45,오전 6:14:00,선불기2,5000,퇴실,customer286302
심야-조조무제한(06시까지),2021-06-11 23:31,2021-06-12 5:45,오전 6:14:00,선불기2,5000,퇴실,customer286302
심야-조조무제한(06시까지),2021-06-11 23:09,2021-06-12 4:06,오전 4:57:00,선불기2,5000,퇴실,customer652035
심야-조조무제한(06시까지),2021-06-11 22:44,2021-06-12 2:04,오전 3:20:00,선불기2,5000,퇴실,customer628493
심야-조조무제한(06시까지),2021-06-11 22:43,2021-06-12 2:04,오전 3:21:00,선불기2,5000,퇴실,customer404149
심야-조조무제한(06시까지),2021-06-11 22:42,2021-06-12 6:07,오전 7:25:00,선불기2,5000,퇴실,customer881605
시간요금제(1시간),2021-06-11 22:39,2021-06-12 1:50,오전 3:11:00,선불기2,2500,퇴실,customer478192
심야-조조무제한(06시까지),2021-06-11 22:18,2021-06-12 2:59,오전 4:41:00,선불기2,5000,퇴실,customer669001
심야-조조무제한(06시까지),2021-06-11 22:13,2021-06-12 0:02,오전 1:49:00,선불기2,5000,퇴실,customer442129
심야-조조무제한(06시까지),2021-06-11 22:11,2021-06-12 5:26,오전 7:15:00,선불기2,5000,퇴실,customer453881
심야-조조무제한(06시까지),2021-06-11 22:11,2021-06-12 5:26,오전 7:15:00,선불기2,5000,퇴실,customer453881
심야-조조무제한(06시까지),2021-06-11 22:11,2021-06-12 5:26,오전 7:15:00,선불기2,5000,퇴실,customer453881
심야-조조무제한(06시까지),2021-06-11 21:56,2021-06-12 6:05,오전 8:09:00,선불기2,5000,퇴실,customer397050
심야-조조무제한(06시까지),2021-06-11 21:56,2021-06-12 6:08,오전 8:12:00,선불기2,5000,퇴실,customer322859
심야-조조무제한(06시까지),2021-06-11 21:48,2021-06-12 4:51,오전 7:03:00,선불기2,5000,퇴실,customer659261
심야-조조무제한(06시까지),2021-06-11 21:48,2021-06-12 4:51,오전 7:03:00,선불기2,5000,퇴실,customer894328
심야-조조무제한(06시까지),2021-06-11 21:46,2021-06-11 22:13,오전 12:27:00,선불기2,5000,퇴실,customer768568
심야-조조무제한(06시까지),2021-06-11 21:35,2021-06-11 23:10,오전 1:35:00,선불기2,5000,퇴실,customer880021
심야-조조무제한(06시까지),2021-06-11 21:34,2021-06-12 3:46,오전 6:12:00,선불기2,5000,퇴실,customer880021
심야-조조무제한(06시까지),2021-06-11 21:03,2021-06-12 0:51,오전 3:48:00,선불기2,5000,퇴실,customer765371
심야-조조무제한(06시까지),2021-06-11 21:03,2021-06-12 0:51,오전 3:48:00,선불기2,5000,퇴실,customer765371
심야-조조무제한(06시까지),2021-06-11 21:01,2021-06-12 0:32,오전 3:31:00,선불기2,5000,퇴실,customer408263
한국대생 입장권(종일권),2021-06-11 20:37,2021-06-12 1:58,오전 5:21:00,선불기2,6000,퇴실,customer936891
한국대생 입장권(종일권),2021-06-11 20:37,2021-06-12 1:58,오전 5:21:00,선불기2,6000,퇴실,customer936891
한국대생 입장권(종일권),2021-06-11 20:36,2021-06-11 23:23,오전 2:47:00,선불기2,5500,퇴실,customer686280
한국대생 입장권(종일권),2021-06-11 20:35,2021-06-11 23:23,오전 2:48:00,선불기2,5500,퇴실,customer331791
한국대생 입장권(종일권),2021-06-11 20:34,2021-06-12 4:01,오전 7:27:00,선불기2,5500,퇴실,customer438016
한국대생 입장권(종일권),2021-06-11 20:20,2021-06-11 23:45,오전 3:25:00,선불기2,6500,퇴실,customer509228
한국대생 입장권(종일권),2021-06-11 20:16,2021-06-12 2:58,오전 6:42:00,선불기2,7000,퇴실,customer224740
한국대생 입장권(종일권),2021-06-11 20:16,2021-06-12 2:58,오전 6:42:00,선불기2,6000,퇴실,customer224740
한국대생 입장권(종일권),2021-06-11 20:12,2021-06-11 23:46,오전 3:34:00,선불기2,7000,퇴실,customer443776
한국대생 입장권(종일권),2021-06-11 20:10,2021-06-11 23:40,오전 3:30:00,선불기2,6000,퇴실,customer286734
