결제일시,판매위치,상품명,결제방식,비고,판매수량,결제금액,고객
2021-08-01 15:17,선불기1,라면,현금,결제완료,1,"4,000",customer555676
2021-08-01 12:14,선불기1,쿠키(초코칩),신용카드,결제완료,1,"1,500",customer626781
2021-08-01 12:14,선불기1,미니마카롱(3개),신용카드,결제완료,1,"2,000",customer626781
2021-08-01 11:08,선불기1,라면,신용카드,결제완료,1,"4,000",customer667032
2021-07-31 18:13,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer426780
2021-07-31 18:13,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer426780
2021-07-31 18:13,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer426780
2021-07-31 18:28,선불기1,쿠키(초코칩),신용카드,결제완료,1,"1,500",customer330476
2021-07-31 17:38,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer286382
2021-07-31 17:03,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer380513
2021-07-31 16:42,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer640482
2021-07-31 16:42,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer640482
2021-07-31 16:42,선불기1,라면,신용카드,결제완료,1,"4,000",customer640482
2021-07-31 16:18,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer466919
2021-07-31 15:47,선불기1,레몬에이드,현금,결제완료,1,"4,500",customer460677
2021-07-31 15:44,카운터,아메리카노(HOT),현금,결제완료,1,"3,500",customer229550
2021-07-31 15:45,카운터,아메리카노(HOT),현금,결제취소,-1,"-3,500",
2021-07-31 15:43,카운터,아메리카노(HOT),현금,결제완료,1,"3,500",customer229550
2021-07-31 15:44,카운터,아메리카노(HOT),현금,결제취소,-1,"-3,500",
2021-07-31 15:31,선불기1,청귤에이드,신용카드,결제완료,1,"5,000",customer956112
2021-07-31 15:31,선불기1,자몽에이드,신용카드,결제완료,1,"4,500",customer956112
2021-07-31 15:27,카운터,아메리카노(HOT),현금,결제완료,1,"3,500",customer229550
2021-07-31 15:27,카운터,아메리카노(HOT),현금,결제취소,-1,"-3,500",
2021-07-31 11:23,카운터,아메리카노(HOT),현금,결제완료,1,"3,500",customer229550
2021-07-31 11:23,카운터,아메리카노(HOT),현금,결제취소,-1,"-3,500",
2021-07-30 17:05,선불기1,라면,신용카드,결제완료,1,"4,000",customer912992
2021-07-30 17:05,선불기1,불닭볶음면,신용카드,결제완료,1,"4,500",customer912992
2021-07-30 14:38,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer885689
2021-07-29 18:26,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer571138
2021-07-29 18:25,선불기1,딸기스무디,신용카드,결제완료,1,"5,500",customer918595
2021-07-29 18:25,선불기1,미니마카롱(3개),신용카드,결제완료,1,"2,000",customer918595
2021-07-29 14:35,선불기1,라면,신용카드,결제완료,1,"4,000",customer571138
2021-07-29 12:55,카운터,김치볶음밥,신용카드,결제완료,1,"2,500",
2021-07-28 19:01,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer367417
2021-07-28 19:02,선불기2,카모마일(HOT),신용카드,결제완료,1,"4,000",customer728115
2021-07-28 19:02,선불기2,청귤차(HOT),신용카드,결제완료,1,"4,500",customer728115
2021-07-28 19:06,카운터,카모마일(HOT),신용카드,판매취소,-1,"-4,000",
2021-07-28 19:06,카운터,청귤차(HOT),신용카드,판매취소,-1,"-4,500",
2021-07-28 15:39,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer237825
2021-07-28 12:49,선불기1,라면,신용카드,결제완료,1,"4,000",customer865726
2021-07-28 12:49,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer865726
2021-07-28 12:49,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer865726
2021-07-28 12:05,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",
2021-07-27 19:40,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer336981
2021-07-27 19:40,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer336981
2021-07-27 19:40,선불기1,계란추가,신용카드,결제완료,1,500,customer336981
2021-07-27 19:40,선불기1,계란추가,신용카드,결제완료,1,500,customer336981
2021-07-27 18:49,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer241622
2021-07-27 18:15,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer660404
2021-07-27 18:15,선불기1,치즈추가,신용카드,결제완료,1,500,customer660404
2021-07-27 17:02,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer909086
2021-07-27 16:24,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer971330
2021-07-27 16:24,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer971330
2021-07-27 15:59,선불기1,라면,신용카드,결제완료,1,"4,000",customer757880
2021-07-27 15:59,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer757880
2021-07-27 15:25,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer875411
2021-07-27 15:25,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer875411
2021-07-27 14:12,선불기1,카페라떼(HOT),신용카드,결제완료,1,"4,000",customer909086
2021-07-27 13:07,선불기1,미니마카롱(3개),신용카드,결제완료,1,"2,000",customer875411
2021-07-26 20:13,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer374809
2021-07-26 15:15,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer637524
2021-07-26 15:15,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer637524
2021-07-26 15:15,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer637524
2021-07-26 14:57,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer932649
2021-07-26 13:08,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer875411
2021-07-25 20:22,선불기1,라면,신용카드,결제완료,1,"4,000",customer243082
2021-07-25 20:22,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer243082
2021-07-25 20:22,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer243082
2021-07-25 20:05,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer337003
2021-07-25 16:26,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer745742
2021-07-25 16:26,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer745742
2021-07-25 16:18,선불기1,초코쉐이크,현금,결제완료,1,"5,500",customer555676
2021-07-25 15:04,선불기1,라면,신용카드,결제완료,1,"4,000",customer557944
2021-07-25 15:07,선불기1,바닐라라떼(ICE),신용카드,결제완료,1,"5,000",customer538937
2021-07-25 14:51,선불기1,커피쉐이크,신용카드,결제완료,1,"5,500",customer942420
2021-07-25 13:29,선불기1,라면,신용카드,결제완료,1,"4,000",customer855125
2021-07-25 13:29,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer855125
2021-07-25 13:11,선불기1,카페라떼(ICE),신용카드,결제완료,1,"4,500",customer587850
2021-07-24 19:14,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer536656
2021-07-24 18:29,선불기1,라면,현금,결제완료,1,"4,000",customer555676
2021-07-24 17:42,선불기1,라면,신용카드,결제완료,1,"4,000",customer331863
2021-07-24 17:34,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer875411
2021-07-24 17:34,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer875411
2021-07-24 17:34,선불기1,불닭볶음면,신용카드,결제완료,1,"4,500",customer875411
2021-07-24 15:29,선불기1,유자에이드,신용카드,결제완료,1,"4,500",customer891939
2021-07-24 15:07,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer891939
2021-07-24 14:55,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer621098
2021-07-24 14:55,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer621098
2021-07-24 13:19,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer339457
2021-07-24 13:22,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer637524
2021-07-24 12:57,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer339457
2021-07-24 12:58,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer319035
2021-07-23 17:13,선불기1,쿠키(초코칩),신용카드,결제완료,1,"1,500",customer374809
2021-07-23 17:13,선불기1,쿠키(마카다미아),신용카드,결제완료,1,"1,500",customer374809
2021-07-23 15:04,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer768574
2021-07-23 14:45,선불기1,라면,신용카드,결제완료,1,"4,000",customer207548
2021-07-23 14:45,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer207548
2021-07-23 13:36,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer324636
2021-07-23 13:16,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer324636
2021-07-23 13:16,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer324636
2021-07-23 13:16,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer324636
2021-07-22 17:19,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer933825
2021-07-22 16:58,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer550184
2021-07-22 16:59,선불기1,라면,신용카드,결제완료,1,"4,000",customer933825
2021-07-22 16:01,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer903463
2021-07-22 16:01,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer903463
2021-07-22 15:29,선불기1,녹차라떼(ICE),신용카드,결제완료,1,"4,500",customer635548
2021-07-22 15:29,선불기1,초코쉐이크,신용카드,결제완료,1,"5,500",customer635548
2021-07-22 14:59,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer745742
2021-07-22 14:59,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer745742
2021-07-21 17:57,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer284524
2021-07-21 10:24,카운터,아메리카노(ICE),신용카드,결제완료,1,"2,000",
2021-07-21 10:20,카운터,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer444751
2021-07-21 10:24,카운터,아메리카노(ICE),신용카드,판매취소,-1,"-4,000",
2021-07-20 19:07,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer832789
2021-07-19 19:59,선불기1,라면,신용카드,결제완료,1,"4,000",customer550184
2021-07-19 19:59,선불기1,치즈추가,신용카드,결제완료,1,500,customer550184
2021-07-19 17:42,선불기1,치즈감자튀김,현금,결제완료,1,"5,500",customer530146
2021-07-19 17:39,선불기1,쿠앤크쉐이크,현금,결제취소,-1,"-5,500",
2021-07-19 17:39,선불기1,치즈감자튀김,현금,결제취소,-1,"-5,500",
2021-07-19 17:39,선불기1,레몬에이드,현금,결제취소,-1,"-4,500",
2021-07-19 16:46,선불기2,쿠앤크쉐이크,현금,결제완료,1,"5,500",customer530146
2021-07-19 16:46,선불기2,치즈감자튀김,현금,결제완료,1,"5,500",customer530146
2021-07-19 16:46,선불기2,레몬에이드,현금,결제완료,1,"4,500",customer530146
2021-07-19 17:24,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer712642
2021-07-19 16:50,선불기1,라면,현금,결제완료,1,"4,000",customer892304
2021-07-19 16:50,선불기1,계란추가,현금,결제완료,1,500,customer892304
2021-07-19 16:50,선불기1,김치볶음밥,현금,결제완료,1,"5,000",customer892304
2021-07-19 14:31,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer538937
2021-07-19 14:31,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer538937
2021-07-18 17:19,선불기1,라면,현금,결제완료,1,"4,000",customer555676
2021-07-18 17:11,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer400781
2021-07-18 17:11,선불기1,라면,신용카드,결제완료,1,"4,000",customer400781
2021-07-18 17:11,선불기1,민트초코칩쉐이크,신용카드,결제완료,1,"5,500",customer991500
2021-07-18 17:12,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer220527
2021-07-18 13:52,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer208508
2021-07-18 13:53,선불기2,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer771253
2021-07-17 18:33,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer236713
2021-07-17 18:33,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer236713
2021-07-17 17:12,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer554274
2021-07-17 17:12,선불기1,라면,신용카드,결제완료,1,"4,000",customer554274
2021-07-17 11:58,선불기2,낙지볶음밥,신용카드,결제완료,1,"5,500",customer364190
2021-07-17 11:58,선불기2,만두라면,신용카드,결제완료,1,"5,000",customer364190
2021-07-16 17:43,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer903463
2021-07-15 19:12,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer832789
2021-07-15 19:12,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer832789
2021-07-15 15:55,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer485458
2021-07-15 11:51,카운터,청귤차(ICE),신용카드,결제완료,1,"2,500",customer302643
2021-07-14 20:15,선불기1,청귤차(ICE),신용카드,결제완료,1,"4,500",customer897686
2021-07-14 19:50,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer983348
2021-07-14 19:47,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer438871
2021-07-14 19:48,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer277854
2021-07-14 18:41,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer535343
2021-07-14 17:16,선불기1,쿠키(마카다미아),신용카드,결제완료,1,"1,500",customer838544
2021-07-14 17:16,선불기1,치즈케이크,신용카드,결제완료,1,"4,000",customer838544
2021-07-14 15:39,카운터,낙지볶음밥,현금,결제완료,1,"5,500",customer903463
2021-07-14 15:39,카운터,아이스티,현금,결제완료,1,"3,500",customer903463
2021-07-14 13:07,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer828953
2021-07-14 13:07,선불기1,계란추가,신용카드,결제완료,1,500,customer828953
2021-07-13 18:02,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer268171
2021-07-13 18:02,선불기1,라면,신용카드,결제완료,1,"4,000",customer268171
2021-07-13 18:02,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer268171
2021-07-13 15:58,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer521799
2021-07-12 20:06,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer316470
2021-07-12 20:06,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer316470
2021-07-12 20:00,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer237199
2021-07-12 20:00,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer237199
2021-07-12 19:53,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer933825
2021-07-12 17:09,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer903463
2021-07-12 15:43,선불기1,카페라떼(ICE),신용카드,결제완료,1,"4,500",customer953908
2021-07-12 13:36,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer903463
2021-07-12 13:17,카운터,샷추가,신용카드,결제완료,1,500,customer279438
2021-07-11 21:06,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer935379
2021-07-11 21:06,선불기1,치즈추가,신용카드,결제완료,1,500,customer935379
2021-07-11 21:06,선불기1,계란추가,신용카드,결제완료,1,500,customer935379
2021-07-11 21:07,선불기1,불닭볶음면,신용카드,결제완료,1,"4,500",customer321888
2021-07-11 21:07,선불기1,치즈추가,신용카드,결제완료,1,500,customer321888
2021-07-11 21:09,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer556491
2021-07-11 21:09,선불기1,계란추가,신용카드,결제완료,1,500,customer556491
2021-07-11 21:09,선불기1,치즈추가,신용카드,결제완료,1,500,customer556491
2021-07-11 20:30,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer903463
2021-07-11 20:18,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer953908
2021-07-11 17:03,선불기1,아포카토,신용카드,결제완료,1,"5,000",customer953908
2021-07-10 20:33,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer370787
2021-07-10 20:33,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer370787
2021-07-10 17:48,선불기1,치즈불고기볶음밥,현금,결제완료,1,"5,500",customer293655
2021-07-10 17:48,선불기1,감자튀김,현금,결제완료,1,"4,500",customer293655
2021-07-10 17:48,선불기1,아이스티,현금,결제완료,1,"3,500",customer293655
2021-07-10 17:38,선불기1,라면,신용카드,결제완료,1,"4,000",customer855816
2021-07-10 17:34,선불기1,라면,신용카드,결제완료,1,"4,000",customer499043
2021-07-10 17:24,선불기1,바닐라라떼(ICE),신용카드,결제완료,1,"5,000",customer499043
2021-07-10 17:24,선불기1,헤이즐넛라떼(ICE),신용카드,결제완료,1,"5,000",customer499043
2021-07-10 17:10,선불기1,감자튀김,현금,결제완료,1,"4,500",
2021-07-10 16:54,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer714729
2021-07-10 16:11,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer891939
2021-07-10 15:34,선불기1,헤이즐넛라떼(ICE),신용카드,결제완료,1,"5,000",customer453140
2021-07-10 15:34,선불기1,헤이즐넛라떼(ICE),신용카드,결제완료,1,"5,000",customer453140
2021-07-10 13:05,선불기1,라면,현금,결제완료,1,"4,000",customer363662
2021-07-10 13:05,선불기1,라면,현금,결제완료,1,"4,000",customer363662
2021-07-09 21:08,카운터,아이스티,신용카드,결제완료,1,0,
2021-07-09 21:08,카운터,아이스티,신용카드,결제완료,1,0,
2021-07-09 21:08,카운터,아이스티,신용카드,결제완료,1,500,
2021-07-09 21:08,카운터,아이스티,신용카드,결제완료,1,"3,500",
2021-07-09 19:10,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer401457
2021-07-09 19:09,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer338108
2021-07-09 19:07,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer838544
2021-07-09 19:07,선불기1,계란추가,신용카드,결제완료,1,500,customer838544
2021-07-09 19:07,선불기1,계란추가,신용카드,결제완료,1,500,customer838544
2021-07-09 19:07,선불기1,라면,신용카드,결제완료,1,"4,000",customer838544
2021-07-09 17:47,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer401457
2021-07-09 10:22,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer921745
2021-07-09 10:22,선불기1,아메리카노(HOT),신용카드,결제완료,1,"3,500",customer921745
2021-07-08 21:10,카운터,라면,신용카드,결제완료,1,"4,000",
2021-07-08 21:10,카운터,쿠키(마카다미아),신용카드,결제완료,1,"1,500",
2021-07-08 19:56,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer330791
2021-07-08 19:29,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer947829
2021-07-08 19:29,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer947829
2021-07-08 19:07,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer771253
2021-07-08 18:52,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer408726
2021-07-08 18:52,선불기1,쿠키(초코칩),신용카드,결제완료,1,"1,500",customer408726
2021-07-08 13:16,선불기1,청귤에이드,신용카드,결제완료,1,"5,000",customer623141
2021-07-08 13:16,선불기1,청귤차(ICE),신용카드,결제완료,1,"4,500",customer623141
2021-07-08 11:42,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer295608
2021-07-08 11:42,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer295608
2021-07-08 11:42,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer295608
2021-07-08 11:42,선불기1,자몽에이드,신용카드,결제완료,1,"4,500",customer295608
2021-07-08 11:47,선불기1,라면,신용카드,결제완료,1,"4,000",customer295608
2021-07-08 10:42,선불기2,김치볶음밥,신용카드,결제완료,1,"5,000",customer845723
2021-07-08 09:58,선불기1,라면,신용카드,결제완료,1,"4,000",customer353521
2021-07-08 09:58,선불기1,카페라떼(HOT),신용카드,결제완료,1,"4,000",customer353521
2021-07-07 20:23,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer751540
2021-07-07 20:23,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer751540
2021-07-07 20:02,선불기1,치즈케이크,신용카드,결제완료,1,"4,000",customer903463
2021-07-07 20:02,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer903463
2021-07-07 18:57,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer932995
2021-07-07 16:07,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer639541
2021-07-07 15:58,선불기1,쿠앤크쉐이크,신용카드,결제완료,1,"5,500",customer447521
2021-07-07 15:58,선불기1,블루베리스무디,신용카드,결제완료,1,"5,500",customer447521
2021-07-07 15:23,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer899207
2021-07-07 15:23,선불기1,치즈케이크,신용카드,결제완료,1,"4,000",customer899207
2021-07-06 19:50,카운터,청귤차(ICE),신용카드,결제완료,1,"4,500",
2021-07-06 19:50,카운터,청귤차(ICE),신용카드,결제완료,1,"4,500",
2021-07-06 20:21,카운터,청귤차(ICE),신용카드,판매취소,-1,"-4,500",
2021-07-06 20:21,카운터,청귤차(ICE),신용카드,판매취소,-1,"-4,500",
2021-07-06 19:40,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer903463
2021-07-06 12:23,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer337003
2021-07-05 21:09,선불기1,라면,신용카드,결제완료,1,"4,000",customer669346
2021-07-05 20:57,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer220053
2021-07-05 18:19,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer507026
2021-07-05 17:54,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer861644
2021-07-05 14:26,선불기1,카페모카(ICE),신용카드,결제완료,1,"5,000",customer272025
2021-07-05 13:04,선불기1,만두라면,신용카드,결제완료,1,"5,000",customer272025
2021-07-05 13:04,선불기1,레몬에이드,신용카드,결제완료,1,"4,500",customer272025
2021-07-05 12:18,선불기2,라면,신용카드,결제완료,1,"4,000",customer861644
2021-07-05 12:18,선불기2,치즈추가,신용카드,결제완료,1,500,customer861644
2021-07-04 19:28,카운터,초코머핀,현금,결제완료,1,"3,500",
2021-07-04 18:13,선불기1,낙지볶음밥,신용카드,결제완료,1,"5,500",customer903463
2021-07-04 15:53,선불기1,불닭볶음면,신용카드,결제완료,1,"4,500",customer771253
2021-07-04 15:53,선불기1,짜장라면,신용카드,결제완료,1,"4,500",customer771253
2021-07-04 15:05,선불기1,라면,신용카드,결제완료,1,"4,000",customer538937
2021-07-04 15:05,선불기1,초코라떼(ICE),신용카드,결제완료,1,"4,500",customer538937
2021-07-04 12:25,선불기1,라면,신용카드,결제완료,1,"4,000",customer330869
2021-07-04 12:25,선불기1,치즈감자튀김,신용카드,결제완료,1,"5,500",customer330869
2021-07-04 12:25,선불기1,아이스티,신용카드,결제완료,1,"3,500",customer330869
2021-07-04 12:04,선불기2,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer364190
2021-07-04 12:04,선불기2,만두라면,신용카드,결제완료,1,"5,000",customer364190
2021-07-04 12:04,선불기2,치즈추가,신용카드,결제완료,1,500,customer364190
2021-07-04 12:04,선불기2,감자튀김,신용카드,결제완료,1,"4,500",customer364190
2021-07-03 21:29,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer260237
2021-07-03 21:18,선불기1,아메리카노(ICE),신용카드,결제완료,1,"4,000",customer498925
2021-07-03 21:13,선불기1,헤이즐넛라떼(ICE),신용카드,결제완료,1,"5,000",customer299299
2021-07-03 20:35,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer348146
2021-07-03 20:36,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer348146
2021-07-03 20:11,선불기2,카모마일(ICE),신용카드,결제완료,1,"4,000",customer498925
2021-07-03 20:11,선불기2,허니밀크쉐이크,신용카드,결제완료,1,"5,500",customer498925
2021-07-03 20:19,카운터,카모마일(ICE),신용카드,판매취소,-1,"-4,000",
2021-07-03 20:19,카운터,허니밀크쉐이크,신용카드,판매취소,-1,"-5,500",
2021-07-03 19:42,선불기2,불닭볶음면,신용카드,결제완료,1,"4,500",customer716388
2021-07-03 19:42,선불기2,치즈감자튀김,신용카드,결제완료,1,"5,500",customer716388
2021-07-03 19:41,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer864411
2021-07-03 19:41,선불기1,새우볶음밥,신용카드,결제완료,1,"5,000",customer864411
2021-07-03 16:47,선불기1,블루베리머핀,신용카드,결제완료,1,"3,500",customer864411
2021-07-03 15:22,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer932649
2021-07-03 14:38,선불기1,치즈케이크,신용카드,결제완료,1,"4,000",customer626781
2021-07-03 12:21,선불기1,카라멜마끼아또(ICE),신용카드,결제완료,1,"5,000",
2021-07-02 20:42,선불기1,청귤에이드,신용카드,결제완료,1,"5,000",customer235458
2021-07-02 19:21,선불기1,라면,신용카드,결제완료,1,"4,000",customer235458
2021-07-02 19:21,선불기1,라면,신용카드,결제완료,1,"4,000",customer235458
2021-07-02 19:21,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer235458
2021-07-02 16:25,선불기1,감자튀김,신용카드,결제완료,1,"4,500",
2021-07-02 16:25,선불기1,짜장라면,신용카드,결제완료,1,"4,500",
2021-07-02 16:25,선불기1,계란추가,신용카드,결제완료,1,500,
2021-07-02 14:00,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer892304
2021-07-02 13:19,선불기1,유자차(ICE),신용카드,결제완료,1,"4,000",customer538937
2021-07-02 10:56,카운터,카페라떼(HOT),신용카드,결제완료,1,"4,000",
2021-07-02 10:56,카운터,아메리카노(ICE),신용카드,결제완료,1,"4,000",
2021-07-02 10:56,카운터,아메리카노(ICE),신용카드,결제완료,1,"4,000",
2021-07-01 21:17,선불기1,감자튀김,신용카드,결제완료,1,"4,500",customer677580
2021-07-01 21:14,선불기1,짜장라면,신용카드,결제완료,1,"4,500",
2021-07-01 21:14,선불기1,계란추가,신용카드,결제완료,1,500,
2021-07-01 21:14,선불기1,계란추가,신용카드,결제완료,1,500,
2021-07-01 21:13,선불기1,라면,신용카드,결제완료,1,"4,000",customer220053
2021-07-01 21:13,선불기1,치즈추가,신용카드,결제완료,1,500,customer220053
2021-07-01 20:09,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer648855
2021-07-01 19:27,선불기1,라면,신용카드,결제완료,1,"4,000",customer289202
2021-07-01 19:27,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer289202
2021-07-01 19:27,선불기1,김치볶음밥,신용카드,결제완료,1,"5,000",customer289202
2021-07-01 19:13,선불기1,치즈불고기볶음밥,신용카드,결제완료,1,"5,500",customer330791
2021-07-01 18:36,선불기1,블루베리스무디,신용카드,결제완료,1,"5,500",customer648855
2021-07-01 17:16,선불기1,카라멜마끼아또(ICE),신용카드,결제완료,1,"5,000",customer536579
2021-07-01 16:36,선불기1,초코머핀,신용카드,결제완료,1,"3,500",customer917331
2021-07-01 16:36,선불기1,카라멜마끼아또(ICE),신용카드,결제완료,1,"5,000",customer917331
